link,article_link,article_published,article_title,article_text 
http://www.breitbart.com/,http://www.breitbart.com/health/2020/03/23/photos-l-a-turns-residential-recreation-centers-into-homeless-shelters-during-coronavirus/,2020-03-23T00:00:00,Photos: L.A Turns Residential Recreation Centers into Homeless Shelters During Coronavirus,"LOS ANGELES, California — Breitbart News visited two recreation centers in Los Angeles on Monday where the homeless are being moved as part of the city’s plan to keep coronavirus from spreading among that population.

As Breitbart News reported this weekend, the city plans to move thousands of homeless people into recreation centers in residential neighborhoods. There has been little consultation with local residents, and some homeless people are worried that they may be more likely to contract coronavirus in shelters — a concern shared by some federal officials, according to the San Francisco Chronicle, reporting on similar plans elsewhere in the state.

Local residents have not been consulted about the plan — and some are deeply concerned about the possibility of coronavirus spreading from the homeless population to local residents, as well as about the possible loss of their recreational facilities.

Breitbart News obtained a letter from leaders in the upscale community of Pacific Palisades, where one recreation center is designated for use as a homeless shelter, to city officials. (The center is located next to a playground that is very popular with local families and is closed due to coronavirus.)

In the letter, they support helping the homeless, but ask pointed questions, adding: “The Palisades community needs assurances that there is a detailed plan, that it’s shared with the community, that it’s safe for all, and that it really is a temporary shelter.”

Breitbart News visited a center in Westwood, which is already operational, on Monday. Its doors were closed at 2:00 p.m., and several homeless men were waiting outside to gain entry, some resting in the sunshine.

Staff inside the center, who were wearing masks, would not allow Breitbart News to view the interior. Two officers from the Los Angeles Police Department had been assigned to watch the center, and did so from their patrol car. They told Breitbart News that they would not prevent anyone from leaving the center if they wanted to do so.

At about 2:00, a shuttle bus pulled up near the entrance, with signs in the windows reading “SHELTER.”

One driver told Breitbart News that the bus drives around the neighborhood, looking for homeless people. It asks them a series of screening questions, and checks their temperatures, then takes them to the facility, where they are assigned a cot.

One man, Ray Ortiz, told Breitbart News that he was frustrated at having to wait for the shelter to open. He had been moved from the nearby shelter at the West Los Angeles Armory, and had originally been picked up from the Venice neighborhood, where he had been sleeping on the beach. He claimed to be an electrician by trade, and to have come to L.A. from Arizona “to work, and to surf.” He said he would feel safer from coronavirus in the shelter.

Breitbart News also viewed another location, at Cheviot Hills, which is next to outdoor recreation facilities that are still in use by local residents during the “shelter at home” order. Children were among those present nearby.

Inside the building, Breitbart News observed hand sanitizer dispensers, and staff working within a gymnasium that had cots set up inside it. Staff onsite, who work for the City of Los Angeles, would not permit any photographs.

Advocates for the homeless are divided about the use of recreation centers. Some who spoke to Breitbart News suggested it may be a temporary measure, on the way to a more permanent effort to relocate and treat the homeless.

Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). He earned an A.B. in Social Studies and Environmental Science and Public Policy from Harvard College, and a J.D. from Harvard Law School. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. He is also the co-author of How Trump Won: The Inside Story of a Revolution, which is available from Regnery. Follow him on Twitter at @joelpollak."
http://www.breitbart.com/,http://www.breitbart.com/clips/2020/03/23/gillibrand-shocking-trump-pence-downplayed-coronavirus-for-stock-portfolios/,2020-03-23T00:00:00,"Gillibrand: ‘Shocking’ Trump, Pence Downplayed Coronavirus for Stock Portfolios","Monday on MSNBC, Sen. Kirsten Gillibrand (D-NY) said President Donald Trump’s plan for the country to return to regular business activity soon was motivated by his and Vice President Mike Pence’s stock portfolios.

Anchor Ari Melber said, “Any reaction to what we heard out of the press conference here, and specifically Donald Trump already sort of trying to tout the idea that we have a return to normalcy soon?”

Gillibrand said, “Well, the president isn’t making any sense. And in fact, we have a major health crisis in front of us. I’ve talked to almost every hospital in New York State, and they’re still worried about getting basic personal protective equipment, getting more masks, getting more gowns, getting more ventilation machines. This is a huge crisis. And for him to downplay it because he’s worried about stock prices or his own economy, it’s shocking. It’s a lack of leadership. And so what Congress is working on right now is how do we support our small businesses, how do we support employees who have lost their jobs through no fault of their own, how do we make sure people can have sick leaves and paid leave days, how do we make sure that those who cannot be working because their children are home and the schools are closed, how can they still keep putting food on the table? Everybody has a purpose right now, and our purpose as individuals is to stay at home, to keep our families safe, to make sure we don’t transmit a virus more than it needs to be transmitted. Every time you choose to stay at home and not go look at the cherry blossoms or not go to the beach, you’re making a choice to not transmit this virus and keep more people safe. That is the right choice, and we all have a duty to do that.”

She added, “We have people in the senate whose husbands are sick on oxygen right now because of the coronavirus. I’ve talked to the families across New York whose children, whose parents are sick with the coronavirus. This is a real epidemic. For the president, for the vice president to downplay this because of their stock portfolios is shocking and really antithetical to the moment we’re in. That’s why Congress is working hard to try to meet the needs of the American people because the president and his administration certainly aren’t.”

Follow Pam Key on Twitter @pamkeyNEN"
http://www.breitbart.com/,http://www.breitbart.com/europe/2020/03/23/farage-criticises-open-borders-britons-locked-down-coronavirus-crisis/,2020-03-23T00:00:00,'Too Late': Farage Criticises Open Borders While Britons Locked Down,"Brexit Party leader Nigel Farage has criticised Prime Minister Boris Johnson for enforcing a lockdown for three weeks to halt the spread of coronavirus while the UK’s borders are still open to foreign travellers.

Prime Minister Boris Johnson announced on Monday night that the UK would go into enforced lockdown after reports of people ignoring the scientific advice to self-isolate to stop the spread of coronavirus.

The measures mean that more than two people who do not live together will not be able to congregate; Britons will only be allowed to leave the house for essential shopping and one form of exercise a day like going for a walk; and shops selling non-essential goods will close. These measures will be in place for at least three weeks and the police have to power to enforce the rules if people do not follow them.

After Mr Johnson made the statement, Mr Farage reacted by saying: “So we are to be locked down — and a new testing regime will begin. Will the planes keep coming from Milan, Tehran, and Beijing? I expect so. It’s all too late.”

So we are to be locked down — and a new testing regime will begin. Will the planes keep coming from Milan, Tehran and Beijing? I expect so. It’s all too late. — Nigel Farage (@Nigel_Farage) March 23, 2020

Speaking earlier in the day, the Brexiteer criticised the government’s lack of “joined-up thinking” and for failing to learn the lessons of Italy, the viral epicentre for Europe.

Mr Farage said: “On the very same day that Lombardy was closed down, 17 flights came into the United Kingdom from Milan’s Malpensa airport…. [with] not a single person being temperature checked.”

“We hear this remarkable story coming from France that the reason Boris finally shut down pubs and restaurants is that President Macron said that if he didn’t do it France would effectively put a blockade on us,” he continued, condemning the Tories for showing a lack of leadership.

“This is not a country where people obey government orders unless they respect the government and the actions that it’s taking. I want to pose this question: If we’re told… that we have to lock down, how can we respect that when just yesterday aeroplanes were still coming in from Beijing, Tehran, from Milan? And people are being told they should ‘self-isolate’.” he added.

The Brexit Party leader was not the only figure critical of Johnson’s announcement with author, journalist, and broadcaster Peter Hitchens calling the plans “ridiculous and sinister”.

“This action by Alexander [Boris] Johnson is simultaneously ridiculous and sinister. I do hope that all those who sneered when I expressed concern about a coming attack on liberty will now see what it was I meant,” Mr Hitchens wrote.

“I’m partly mocking Alexander Johnson’s ridiculous, sinister government because I’m worried that tomorrow night he’ll come on TV to tell me I am not allowed to mock the government. Unthinkable you say? How unthinkable was national house arrest a week ago?” he added."
http://www.breitbart.com/,http://www.breitbart.com/politics/2020/03/23/trump-first-lady-melania-tested-negative-for-coronavirus/,2020-03-23T00:00:00,Trump: First Lady Melania Tested Negative for Coronavirus,"President Donald Trump announced Monday that first lady Melania Trump was tested for the Chinese coronavirus and her result was negative.

“She’s fine…Negative, yes,” the president replied when asked by reporters in the White House briefing room whether the first lady had been tested.

Melania Trump joins members of her family, including President Trump in testing negative for the illness. On Friday, White House senior adviser Ivanka Trump returned to work after testing negative as well.

Vice President Mike Pence and second lady Karen Pence tested negative on Saturday.

Sen. Rand Paul (R-KY) became the first U.S. senator over the weekend to confirm he had contracted the coronavirus. In a statement Monday, Paul explained he swiftly obtained a virus test due to previously having a portion of his lung removed because of damage he sustained during his 2017 assault by a neighbor.

“I believe we need more testing immediately, even among those without symptoms. The nature of COVID-19 put me – and us all – in a Catch-22 situation. I didn’t fit the criteria for testing or quarantine. I had no symptoms and no specific encounter with a COVID-19 positive person,” Paul said in a statement. “I had, however, traveled extensively in the U.S. and was required to continue doing so to vote in the Senate. That, together with the fact that I have a compromised lung, led me to seek testing.”"
http://www.breitbart.com/,http://www.breitbart.com/politics/2020/03/23/bernie-sanders-snaps-at-reporter-stay-away-from-me-theres-cdc-requirement/,2020-03-23T00:00:00,"Sanders to Reporter: 'Stay Away from Me, There's CDC Requirement'","Sen. Bernie Sanders (I-VT) reportedly snapped at a reporter who asked about his absence from Sunday’s procedural vote on the coronavirus economic relief package, telling the reporter to “stay away,” citing the CDC requirement to maintain a certain distance.

Sanders was holding a virtual roundtable discussion on the virus with members of the far-left “Squad” instead on Sunday.

CNN’s Annie Grayer, citing reporting from her colleague Ted Barrett, said Sanders accused a reporter — who asked about his absence from Sunday’s vote — of standing too close to him.

“Stay away from me. There’s CDC requirement. Please follow it,” Sanders reportedly said.

In a second tweet, Garyer quoted Sanders, who did not explain his absence from Sunday’s vote as originally asked. Sanders said:

Right now the most important thing that anybody can do, and that the progressive movement can do, is to make sure that working people get the protection that they need. I’m going to use every tool that I have to make sure that that happened.

On missing y’day procedural vote: ""Right now the most important thing that anybody can do, and that the progressive movement can do, is to make sure that working people get the protection that they need. I'm going to use every tool that I have to make sure that that happened.” — Annie Grayer (@AnnieGrayerCNN) March 23, 2020

His remarks follow 24-hours of congressional chaos, with Democrats blocking a bipartisan bill to provide economic relief to Americans and, under the leadership of House Speaker Nancy Pelosi (D-CA), presenting their own partisan bill filled with progressive policy items unrelated to the crisis at hand.

Those “liberal wish list” items include requirements for federal and corporate gender and racial diversity data, a bailout for the U.S. Postal Service, and increased fuel emission standards for airlines receiving funds and carbon offsets.

Sanders on Sunday opted to hold a virtual roundtable discussion with Reps. Alexandria Ocasio-Cortez (D-NY), Rashida Tlaib (D-MI), and Ilhan Omar (D-MN) to discuss the coronavirus pandemic while, ironically, skipping the crucial vote on a measure that would provide economic relief to the American people."
http://www.breitbart.com/,http://www.breitbart.com/politics/2020/03/23/coronavirus-u-s-hits-over-100-deaths-in-single-day-500-total/,2020-03-23T00:00:00,Coronavirus: U.S. Hits Over 100 Deaths in Single Day,"The United States registered over 100 deaths due to the Chinese coronavirus, bringing the country’s total to 500, according to data tracked by the Washington Post.

The deadly illness has killed individuals in 34 states and has infected in excess of 41,000 individuals across the country. The updated figures come as New York, the state with the most cases, announced that it saw a 38 percent increase of infections overnight, bringing its total number to 20,875. New York City accounts for 12,305 of them. In response, Gov. Andrew Cuomo (D) issued an emergency order Monday directing hospitals to increase their capacity by 50 percent.

“I think it’s unreasonable to tell hospitals to double their capacity,” the governor said during his daily press briefing on the virus. “They must increase by 50 percent at least.”

In an effort to combat the illness, New York will launch clinical trials Tuesday of the ant-malaria drug hydroxychloroquine amid testimonies that it is a potential treatment.

More to follow."
http://www.breitbart.com/,http://www.breitbart.com/health/2020/03/23/donald-trump-reacts-to-dr-deborah-birx-having-low-grade-fever-uh-oh/,2020-03-23T00:00:00,Trump Reacts to Dr. Deborah Birx Having 'Low-Grade Fever': Uh Oh,"President Donald Trump jokingly distanced himself from Coronavirus task force leader Dr. Deborah Birx at the White House after she revealed she had a fever over the weekend.

“You’ll notice I was not here over the weekend … I had a little low-grade fever,” she said.

“Uh oh,” Trump said, grinning and stepping away from the White House briefing room podium where Birx was speaking

Birx acknowledged that she was tested for coronavirus on Saturday night and was found to be negative.

Trump breathed an audible sigh of relief, prompting Birx to react to his antics."
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/coronavirus-celebs-stuck-at-home-pass-the-time-with-guitar-poems-and-michelle-obama/,2020-03-23T00:00:00,"Coronavirus: Celebs Stuck at Home Pass the Time with Guitar, Poems, Michelle Obama","Celebrities continued to document their time in isolation by recording themselves performing music, reciting literature, and even chatting with former First Lady Michelle Obama. Just like regular people.

Stars including Moby, Britney Spears, Ellen DeGeneres, Kevin Bacon, and Sir Patrick Stewart posted new social media videos in which they showed how they occupy themselves in the time of coronavirus. The videos range from wildly out-of-touch to modestly unassuming.

Moby recorded a quaint solo guitar performance performed during his stay at home.

Not a fancy cover song with a compelling story, just a middle aged bald guy staying home and playing guitar. pic.twitter.com/G2jHiYu4GV — moby XⓋX (@thelittleidiot) March 23, 2020

Pop star Britney Spears announced that she will participate in the #DoYourPartChallenge in which celebrities help out people in need during the coronavirus pandemic.

Ellen DeGeneres called up former First Lady Michelle Obama and chatted about their respected families. DeGeneres revealed that she is currently holed up with wife Portia de Rossi in their Santa Barbara estate, spending a lot of time working out.

My friend @MichelleObama makes the world a better place. pic.twitter.com/0Bq82SRqUH — Ellen DeGeneres (@TheEllenShow) March 23, 2020

Sir Patrick Stewart continued to read from Shakespeare, but has moved on to the Bard’s sonnets.

Sonnet 2. This is one of my favorites. #ASonnetADay pic.twitter.com/aQBzrsETKv — Patrick Stewart (@SirPatStew) March 23, 2020

Actor Kevin Bacon played his own six-degrees game by creating a video based on his earlier #IStayHomeFor video that inspired others to do the same.

Rapper Cardi B was in a relatively restrained mood, telling her Instagram followers in a new post to “stay safe” and to “remember to drink lots of hot liquids and avoid foods that will give you mucus” — though the accompanying video appears to show her freaking out a little over technical problems during a live stream.

Michael Rapaport recorded a typically profane video, this time berating parents who have let their children continue to flout government guidelines regarding social distancing and self-quarantining.

Actress Glenn Close provided a dispatch from her rural isolation, telling her Instagram followers that her down time is making her feel “incredibly creative.”

Oscar-winner Juliette Binoche recorded a humorous video in a cartoonish French dialect in which she recommended that her fans catch her latest movie on cable.

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com"
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/coronavirus-celebs-stuck-at-home-pass-the-time-with-guitar-poems-and-michelle-obama/#disqus_thread,2020-03-23T00:00:00,"Coronavirus: Celebs Stuck at Home Pass the Time with Guitar, Poems, Michelle Obama","Celebrities continued to document their time in isolation by recording themselves performing music, reciting literature, and even chatting with former First Lady Michelle Obama. Just like regular people.

Stars including Moby, Britney Spears, Ellen DeGeneres, Kevin Bacon, and Sir Patrick Stewart posted new social media videos in which they showed how they occupy themselves in the time of coronavirus. The videos range from wildly out-of-touch to modestly unassuming.

Moby recorded a quaint solo guitar performance performed during his stay at home.

Not a fancy cover song with a compelling story, just a middle aged bald guy staying home and playing guitar. pic.twitter.com/G2jHiYu4GV — moby XⓋX (@thelittleidiot) March 23, 2020

Pop star Britney Spears announced that she will participate in the #DoYourPartChallenge in which celebrities help out people in need during the coronavirus pandemic.

Ellen DeGeneres called up former First Lady Michelle Obama and chatted about their respected families. DeGeneres revealed that she is currently holed up with wife Portia de Rossi in their Santa Barbara estate, spending a lot of time working out.

My friend @MichelleObama makes the world a better place. pic.twitter.com/0Bq82SRqUH — Ellen DeGeneres (@TheEllenShow) March 23, 2020

Sir Patrick Stewart continued to read from Shakespeare, but has moved on to the Bard’s sonnets.

Sonnet 2. This is one of my favorites. #ASonnetADay pic.twitter.com/aQBzrsETKv — Patrick Stewart (@SirPatStew) March 23, 2020

Actor Kevin Bacon played his own six-degrees game by creating a video based on his earlier #IStayHomeFor video that inspired others to do the same.

Rapper Cardi B was in a relatively restrained mood, telling her Instagram followers in a new post to “stay safe” and to “remember to drink lots of hot liquids and avoid foods that will give you mucus” — though the accompanying video appears to show her freaking out a little over technical problems during a live stream.

Michael Rapaport recorded a typically profane video, this time berating parents who have let their children continue to flout government guidelines regarding social distancing and self-quarantining.

Actress Glenn Close provided a dispatch from her rural isolation, telling her Instagram followers that her down time is making her feel “incredibly creative.”

Oscar-winner Juliette Binoche recorded a humorous video in a cartoonish French dialect in which she recommended that her fans catch her latest movie on cable.

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com"
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/jim-caviezel-sequel-to-the-passion-will-be-biggest-film-in-world-history/,2020-03-23T00:00:00,Jim Caviezel: Sequel to 'The Passion' Will Be Biggest Film in History,"Jim Caviezel, the actor who starred as Jesus of Nazareth in director Mel Gibson’s The Passion of the Christ, predicted that the long-gestating sequel will be even bigger than the record-setting 2004 film.

In an interview with Fox Nation, Caviezel gave a two-word update when asked about Gibson’s progress — that the script is on its “fifth draft.”

“It’s going to be a masterpiece,” he continued. “It’s gonna be the biggest film in world history, I believe it will be based on what I feel in my heart.”

He said that some of the things that occurred while filming the 2004 movie made the scene of Jesus walking through the streets of Jerusalem’s Old City far more meaningful than it might otherwise have been.

During the scene, Caviezel was carrying a heavy wooden cross through the streets, as Jesus did heading toward the site of his crucifixion. But at one point, he stumbled and dropped the cross, causing it to come crashing down onto his shoulders.

“As I went down, the cross… it actually struck my head and buried my head in the sand. And I bit through my tongue,” the Person of Interest star said. “Now, in the tape, you’ll see streams of blood coming down from my lip. That’s actually my own blood.”

Caviezel added that the pain he experienced was far too real. But he worked on and continued filming the scene. And when he went to deliver his lines to Virgin Mary actress Maia Morgenstern, the pain added a level of realism.

“At this time, the shoulder is out, and I was trying everything I had to get my arm over [the cross],” Caviezel added, “And it looks like it’s the most extraordinary take because it looks like I’m cherishing our cross, which is our faith, and hugging it but in the most beautiful way.

“It wasn’t beautiful to me,” he joked, “because it hurt like hell. …my AC joint had been torn.”

Caviezel also noted that he was seriously injured during the scourging scene, where he received a 14-inch gash on his back. But the experiences brought an amount of reality to the movie that made it a better work of art.

“A lot of these mistakes were occurring, but it was making something much more beautiful that will last forever,” he said of the film.

Caviezel also said that the film would stand the test of time, just like the Bible itself.

“I think it’s like the Bible. People are going to keep reading it. They’ve been reading it for thousands of years,” Caviezel exclaimed. “I think that Mel Gibson and I did very clearly stick to that and not much has changed in 2000 years. Jesus is as controversial now that he’s ever been.”

Caviezel concluded by insisting that Biblical films are discounted by today’s movie studios.

“The films they make are Marvel Comics movies. You’ll see Superman. You won’t see Jesus… I got to play the greatest superhero there ever was,” he said.

Follow Warner Todd Huston on Facebook at: facebook.com/Warner.Todd.Huston."
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/jim-caviezel-sequel-to-the-passion-will-be-biggest-film-in-world-history/#disqus_thread,2020-03-23T00:00:00,Jim Caviezel: Sequel to 'The Passion' Will Be Biggest Film in History,"Jim Caviezel, the actor who starred as Jesus of Nazareth in director Mel Gibson’s The Passion of the Christ, predicted that the long-gestating sequel will be even bigger than the record-setting 2004 film.

In an interview with Fox Nation, Caviezel gave a two-word update when asked about Gibson’s progress — that the script is on its “fifth draft.”

“It’s going to be a masterpiece,” he continued. “It’s gonna be the biggest film in world history, I believe it will be based on what I feel in my heart.”

He said that some of the things that occurred while filming the 2004 movie made the scene of Jesus walking through the streets of Jerusalem’s Old City far more meaningful than it might otherwise have been.

During the scene, Caviezel was carrying a heavy wooden cross through the streets, as Jesus did heading toward the site of his crucifixion. But at one point, he stumbled and dropped the cross, causing it to come crashing down onto his shoulders.

“As I went down, the cross… it actually struck my head and buried my head in the sand. And I bit through my tongue,” the Person of Interest star said. “Now, in the tape, you’ll see streams of blood coming down from my lip. That’s actually my own blood.”

Caviezel added that the pain he experienced was far too real. But he worked on and continued filming the scene. And when he went to deliver his lines to Virgin Mary actress Maia Morgenstern, the pain added a level of realism.

“At this time, the shoulder is out, and I was trying everything I had to get my arm over [the cross],” Caviezel added, “And it looks like it’s the most extraordinary take because it looks like I’m cherishing our cross, which is our faith, and hugging it but in the most beautiful way.

“It wasn’t beautiful to me,” he joked, “because it hurt like hell. …my AC joint had been torn.”

Caviezel also noted that he was seriously injured during the scourging scene, where he received a 14-inch gash on his back. But the experiences brought an amount of reality to the movie that made it a better work of art.

“A lot of these mistakes were occurring, but it was making something much more beautiful that will last forever,” he said of the film.

Caviezel also said that the film would stand the test of time, just like the Bible itself.

“I think it’s like the Bible. People are going to keep reading it. They’ve been reading it for thousands of years,” Caviezel exclaimed. “I think that Mel Gibson and I did very clearly stick to that and not much has changed in 2000 years. Jesus is as controversial now that he’s ever been.”

Caviezel concluded by insisting that Biblical films are discounted by today’s movie studios.

“The films they make are Marvel Comics movies. You’ll see Superman. You won’t see Jesus… I got to play the greatest superhero there ever was,” he said.

Follow Warner Todd Huston on Facebook at: facebook.com/Warner.Todd.Huston."
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/robert-davi-we-must-hold-pelosi-and-the-marxists-accountable/,2020-03-23T00:00:00,Robert Davi: ‘We Must Hold Pelosi and the Marxists Accountable’,"Actor Robert Davi has put out an impassioned plea for House Speaker Nancy Pelosi (D-CA) and other Congressional Democrats to be held “accountable” for what he sees as their anti-business and anti-capitalist agenda in the face of the global coronavirus pandemic.

He also called on Pelosi, Sen. Chuck Schumer (D-NY), and others to stop “playing politics with our lives.”

Davi posted a series of videos to Twitter Monday saying that Pelosi and others he described as “Marxists” are using the crisis as an opportunity to push a socialist plan on the American people. “Every plan that the Democrats have is corrupt,” the License to Kill actor said. “What they want is what Bernie Sanders wants, which is a revolution… They’re using this to collapse the nation.”

My message to the AMERICAN PEOPLE WE MUST HOLD PELOSI AND THE MARXISTS ACCOUNTABLE THEY WANT TO COLLAPSE THE SYSTEM OR THEY WOULD BE HONESTLY WORKING FOR YOU NOT SPECIAL INTEREST LETS HELP THE PRESIDENT @realDonaldTrump PROTECT THIS NATION pic.twitter.com/hBZJ4OJGFs — Robert Davi (@RobertJohnDavi) March 23, 2020

Pelosi has been a key force blocking the passage of a $1.6 trillion Congressional stimulus package that would provide much-needed relief to Americans as the global coronavirus pandemic continues to threaten the U.S. economy. Along with Schumer, Pelosi has criticized the bill for being too pro-business.

Davi said in his Twitter video that private businesses form the backbone of the U.S. economy. “Unless there are businesses there are no workers of the world,” he said. “The left will take your freedoms away from you. The left is dangerous.”

The conservative Hollywood actor also cautioned people not to trust the mainstream media. “They’re not telling you what’s going on,” he said, adding later: “We’re in a crisis point. We have to work together. We can beat this.”

Davi said in an earlier tweet on Monday that Congressional Democrats are behaving like Communists.

“This is what Communists do, they use the workers to destroy them,” he wrote. “Without healthy business there are no workers!”

STOP HOLD @SpeakerPelosi @SenWarren @chuckschumer ACCOUNTABLE FOR PLAYING POLITICS WITH YOUR LIVES – this is what COMMUNISTS DO THEY USE THE WORKERS TO DESTROY THEM – without healthy business there are no workers ! PRAY FOR OUR DRS AND NURSES AND HOSPITALS PELOSI HAS DENIED HELP https://t.co/wQxJGvhnPL — Robert Davi (@RobertJohnDavi) March 23, 2020

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com"
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/robert-davi-we-must-hold-pelosi-and-the-marxists-accountable/#disqus_thread,2020-03-23T00:00:00,Robert Davi: ‘We Must Hold Pelosi and the Marxists Accountable’,"Actor Robert Davi has put out an impassioned plea for House Speaker Nancy Pelosi (D-CA) and other Congressional Democrats to be held “accountable” for what he sees as their anti-business and anti-capitalist agenda in the face of the global coronavirus pandemic.

He also called on Pelosi, Sen. Chuck Schumer (D-NY), and others to stop “playing politics with our lives.”

Davi posted a series of videos to Twitter Monday saying that Pelosi and others he described as “Marxists” are using the crisis as an opportunity to push a socialist plan on the American people. “Every plan that the Democrats have is corrupt,” the License to Kill actor said. “What they want is what Bernie Sanders wants, which is a revolution… They’re using this to collapse the nation.”

My message to the AMERICAN PEOPLE WE MUST HOLD PELOSI AND THE MARXISTS ACCOUNTABLE THEY WANT TO COLLAPSE THE SYSTEM OR THEY WOULD BE HONESTLY WORKING FOR YOU NOT SPECIAL INTEREST LETS HELP THE PRESIDENT @realDonaldTrump PROTECT THIS NATION pic.twitter.com/hBZJ4OJGFs — Robert Davi (@RobertJohnDavi) March 23, 2020

Pelosi has been a key force blocking the passage of a $1.6 trillion Congressional stimulus package that would provide much-needed relief to Americans as the global coronavirus pandemic continues to threaten the U.S. economy. Along with Schumer, Pelosi has criticized the bill for being too pro-business.

Davi said in his Twitter video that private businesses form the backbone of the U.S. economy. “Unless there are businesses there are no workers of the world,” he said. “The left will take your freedoms away from you. The left is dangerous.”

The conservative Hollywood actor also cautioned people not to trust the mainstream media. “They’re not telling you what’s going on,” he said, adding later: “We’re in a crisis point. We have to work together. We can beat this.”

Davi said in an earlier tweet on Monday that Congressional Democrats are behaving like Communists.

“This is what Communists do, they use the workers to destroy them,” he wrote. “Without healthy business there are no workers!”

STOP HOLD @SpeakerPelosi @SenWarren @chuckschumer ACCOUNTABLE FOR PLAYING POLITICS WITH YOUR LIVES – this is what COMMUNISTS DO THEY USE THE WORKERS TO DESTROY THEM – without healthy business there are no workers ! PRAY FOR OUR DRS AND NURSES AND HOSPITALS PELOSI HAS DENIED HELP https://t.co/wQxJGvhnPL — Robert Davi (@RobertJohnDavi) March 23, 2020

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com"
http://www.breitbart.com/,http://www.breitbart.com/entertainment/2020/03/23/idris-elba-suggests-coronavirus-is-earth-reacting-to-human-infection/,2020-03-23T00:00:00,Idris Elba Suggests Coronavirus Is Earth ‘Reacting’ to Human ‘Infection’,"Actor Idris Elba, who has been diagnosed with Wuhan coronavirus, suggested in a recent interview with Oprah Winfrey that the global pandemic is Earth’s response to damage inflicted by humanity, which he compared to an infection.

“Our world has been taking a kicking. We’ve damaged our world and, you know, it’s no surprise that our world is reacting to the human race,” the British actor said.

Idris Elba spoke remotely to Oprah Winfrey as part of her new Apple TV+ series Oprah Talks: COVID-19. In the interview, Elba compared mankind to an infection, with the coronavirus as the Earth’s attempt to rid itself of that malady.

“There’s no surprise that a virus has been created that is going to slow us down and ultimately make us think differently about our world and ourselves,” the Luther star said. “That’s like for me, that’s a standout thing that’s very obvious. This is almost like the world’s cry out to like, ‘hey hey hey, you’re kicking me, and what you’re doing is not good. So I’ll get rid of you,’ as any organism would do is try and get rid of an infection and maybe this is it for the world.”

Winfrey concurred with the actor’s insight into the coronavirus.

“I think we all lose as human beings if we just think of this as a physical virus,” Winfrey said. “I think it’s exactly what you just said. That it’s here to teach us, show us something about ourselves as individuals and also as a world of people. And this is a moment for our humanity to either rise or not.”

Idris Elba revealed last week that he has coronavirus, but said that he had no symptoms. “Stay home people and be pragmatic,” he said. The actor’s wife, Sabrina Dhowre Elba, revealed her own diagnosis on Winfrey’s Apple TV+ show.

Celebrities including Tom Hanks and Rita Wilson; Daniel Dae Kim; Debi Mazar; Olga Kurylenko; and Placido Domingo have said that they contracted the coronavirus.

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com"
